body,label
"Subject: we use to be friends  dear applicant ,  after further review upon receiving your application your current mortgage qualifies for a 3 % lower rate .  your new monthly payment will be as low as $ 340 / month for a $ 200 , 000 loan .  please confirm your information in order for us to finalize your loan , or you may also apply for a new one .  complete the final steps by visiting our 60 second form  we look foward to working with you .  thank you ,  jane barron , account manager  helian and associates , llc .  - - - - - - - - - - - - - - - - - - - - - - -  not interested - http : / / www . lending - leadersx . net / r . php",spam
"Subject: special report ! tivo : now or never ?  in this issue  interactive tv power rankings !  tivo : now or never ?  breaking news  coming attractions !  be a star !  email us : : visit our site  phone : 310 - 314 - 0603  this email was sent to , at your request , by tvpredictions . com .  visit our subscription center to edit your interests or unsubscribe .  view our privacy policy .  powered by",spam
"Subject: outage pricing model revision : allowing for power price vs . outage  correlation  i have included provision for providing rank correlation between "" jump  occurrence in daily average power price "" and "" outage occurrence "" . the model  will provide the same claim distribution as before when pricevsoutage  correlation = 0 is used . claim goes up as the correlation is increased . i  have performed some sensitivity analysis and the results seem to make sense .  the new model workbook is "" 40901 . xls "" and corresponding  dll is "" outagepricingo 40901 . dll "" , both located in  o : \ grm \ research \ outagerisk \ subdirectory . the price vs . outage rank  correlation input will need to be provided in "" main "" spreadsheet . please  call me if you have any questions .  - amitava",legitimate
"Subject: all graphics software available , cheap oem versions .  good morning ,  we we offer latest oem packages of all graphics and publishinq software from corel , macromedia , adobe and others .  $ 80 adobe photoshop 8 . 0 / cs  $ 140 macromedia studio mx 2004  $ 120 adobe acrobat 7 . 0 professional  $ 150 adobe premiere pro 1 . 5  $ 90 corel designer 10  $ 90 quickbooks 2004 professionai edition  $ 75 adobe pagemaker 7 . 0  $ 70 xara x vl . 1  $ 75 adobe audition 1 . 5  $ 90 discreet 3 d studio max 7  $ 115 adobe golive cs  $ 135 adobe after effects 6 . 5 standard  $ 45 adobe premiere elements  $ 125 corel painter lx  $ 80 adobe liiustrator cs  $ 80 adobe lndesign cs  $ 240 adobe creative suite  $ 140 adobe framemaker 7 . 1  $ 50 ulead cool 3 d production studio 1 . 0 . 1  $ 90 alias motion buiider 6 professional  $ 30 quicken 2004 premier home & biz  $ 30 adobe photoshop eiements 3 . 0  $ 110 adobe premiere pro 7 . 0  learn more . . .  sincerely ,  bernardina",spam
"Subject: gas day 2 / 08 / 01
we agree :
teco tap nom = 40 . 000 ; actual 41 . 358
- - - - - - - - - - - - - - - - - - - - - - forwarded by melissa jones / texas utilities on
02 / 09 / 2001
10 : 15 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
kponton @ duke - energy . com on 02 / 09 / 2001 09 : 15 : 35 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu
cc :
subject : gas day 2 / 08 / 01
nom = 40 , 000 mmbtu ' s
actual flow = 39 , 959 mcf , 41 , 358 mmbtu ' s",legitimate
"Subject: devon availabilities - may , 2001
- - - - - - - - - - - - - - - - - - - - - - forwarded by victor lamadrid / hou / ect on 04 / 20 / 2001 08 : 17 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" victor haley "" on 04 / 20 / 2001 07 : 55 : 23 am
to : , ,
cc : "" alan coad "" , "" andy anderson "" , "" bill wince "" , "" blaine wofford "" , "" charlene merrill "" , "" cynthia cantrell "" , "" don mauldin "" , "" evelyn daniel "" , "" gary kofoed ""
subject : devon availabilities - may , 2001
attached is devon ' s monthly spreadsheet of availabilities for may , 2001 . if you have any questions at all , please call me at 405 - 228 - 4298 .
- enronavailso 501 . xls",legitimate
"Subject: important announcement : your application was approved  we tried to contact you last week about refinancing your home at a lower rate .  i would like to inform you know that you have been pre - approved .  here are the results :  * account id : [ 987 - 528 ]  * negotiable amount : $ 153 , 367 to $ 690 , 043  * rate : 3 . 70 % - 5 . 68 %  please fill out this quick form and we will have a broker contact you as soon as possible .  regards ,  shannon serrano  senior account manager  lyell national lenders , llc .  database deletion :  www . lend - bloxz . com / r . php",spam
"Subject: duke energy field 8 / 00
please change the demand fee on deal 157288 for 8 / 00 from $ 9 , 575 . 45 to
$ 6 , 143 . 64 . we need to reduce our payment to duke . when i adjusted the over
delivery charge on the days we didn ' t nom , the demand amount changed . i
waited until duke agreed before i sent you this change .
thanks ,
megan",legitimate
"Subject: work at home and make money  would you like to get rich working part - time from home ? do you want to get extra income ?  we are looking for people that want to make money working from home !  no special skills required ! no fees to start ! we will train you .  your personal coach will explain you how to put the internet and your computer to work for you .  no matter what you currently do for a living , you can join our team and make money !  we will need a couple of hour ' s commitment per day . work as much as you want .  what do we have to offer ? no start up fees or training manuals to buy !  unlimited income potential ! take action and start doing something positive today !  keep in mind that there are no fees or packages to buy to join our firm .  work smarter , not harder ! you can make a difference in your financial future !  what you need is basic internet knowledge , access to a computer with internet connection .  we will train and mentor you one - on - one if you ",spam
"Subject: very cool offrr  how to save on your medlcations gabion over 70 % .  pharms select hop - successfull and proven popcorn way to save your secret money .  spinal v  codicil ag  metayer al  l noctambulizm u  skilly l  r rochet a ginnery cl  i calculating sva gudgeon l  doomed m  andmanyother .  best prlces extrude .  worldwide shlpp confront lng .  easy or hypothesis der form .  total confiden conquest tiaiity .  250 , 000 s hyssop atisfied customers .  order t egoistic oday and save !",spam
"Subject: extending eu gas guidelines to central and eastern europe - cera  insight  title : extending eu gas guidelines to central and eastern europe  url : http : / / www 20 . cera . com / eprofile ? u = 35 & m = 2184  overview : a comprehensive reform of gas legislation in central and eastern  europe is bringing the region in line with the european union  , s gas  directive . this is true both for the countries expected to enter the union by  2004  ) 05  * czech republic , estonia , hungary , poland , and slovenia - - and for  candidates whose entry is not scheduled before the end of the  decade - - bulgaria , latvia , lithuania , romania , and slovakia . in cera  , s view  current developments regarding the establishment of a legal framework for the  internal gas market in eastern and central europe look promising from an  investor  , s point of view .  the candidate countries presented a review of progress made in the  implementation of the eu gas directive during a two - day ",legitimate
"Subject: oasis transport imbalances
current mth : 201 k ( 7 . 580 ) due oasis 202 k 1 . 176 due hpl
cumulative : 201 k ( 22 . 526 ) due oasis 202 k 730 due hpl",legitimate
"Subject: hpl noms for june 08 , 2000 revision
disregard the first one sent ! !
( see attached file : hplo 608 . xls )
- hplo 608 . xls",legitimate
"Subject: gentlemen ,  spoke to vince k today and asked if he would send stinson gibner to sidney  to be available on monday to review the x system .  paul , make sure our x friends are available and the confidentially agreement  is signed . further , i spoke to phillip b . about a technical going too .  g ' day mates ,  gary",legitimate
"Subject: texas risk organization
sent on behalf of steve venturatos
you recently received a memo from brenda herod laying out the organizational
changes that would effect the texas region , this follow up is an effort to
breakdown our risk organization . with new members being added to the team
many responsibilities will be changing , however controls and other measures
already in place will ensure a smooth transition . following is the schedule
of responsibilities effective may lst and june lst , as the transition will
take a month .
effective may 1 effective june 1
ft texas o ' neal winfree ami chokshi
gas daily o ' neal winfree ami chockshi
intra - month bryan hull o ' neal winfree / mick walters
transport mick walters mick walters
storage dave baumbach jody crook
ft south texas jody crook jody crook
ft eol texas jody crook jody crook
ft new texas o ' neal winfree ami chokshi
ft & im denver mick walters / bryan hull mick walters
ft hplc o ' neal winfree o ' neal w",legitimate
